"Y","E1","E2","E3","E4","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20"
2205268.54620128,8.05431295535527,11.7869066291023,8.7372833925765,11.3930744072422,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1
2386701.30529516,10.3519721569028,12.188213416608,7.38406223268248,12.5326448949054,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0
4757259.08910446,11.0666931588203,8.8193317654077,7.1161373667419,6.25426601641811,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1
796350.075415347,6.11826354870573,11.7128619982395,10.4308347492479,11.2871032373514,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0
1806302.94231464,10.1348711135797,8.68052246537991,6.45406001876108,11.0141142394859,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0
2305946.34841645,10.9932966025081,6.82655362039804,7.03448270331137,7.88130124495365,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1
1435793.41957208,11.9790547168814,6.66855611489154,6.15658546355553,8.48145869164728,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0
4349847.39025911,11.0872064311989,10.0393807250075,6.92683463846333,11.0845953673124,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
2292278.22504845,11.4310429848265,7.47901799809188,10.595784130739,8.18922373908572,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0
360001.97418353,6.939083307283,6.34155927575193,10.2479376972187,10.0140406053979,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0
6419.53054499072,7.15884792222641,8.03824506723322,6.1861835909076,9.10206929501146,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1
3586632.7659401,11.1938177156262,8.61370666162111,8.06836261972785,10.7047773499507,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0
927019.000956407,11.2120466986671,12.9085412363056,12.736380587332,10.9871987770312,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0
1647768.62227453,11.1826423595194,11.6700463572051,10.8163598750252,11.0190650748555,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0
2388562.43510813,10.9425905763637,11.3670103631448,11.2966036330909,11.227486752905,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0
1921715.66595493,7.67835480812937,6.91966555058025,8.32587227993645,12.5134171843529,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1
4448830.41213226,10.1978858737275,9.64829822350293,11.7997097298503,12.3503298365977,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1
3115548.48631657,12.4975739938673,7.21914084814489,6.0181680067908,11.0187540687621,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1
892150.56717947,6.58050566655584,10.0760021484457,12.1620485929307,10.096455298597,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0
2901371.08942682,12.6990269615781,6.88604426197708,9.34411101811565,11.7719919227529,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1
1084571.38444657,6.57953947014175,9.43293462111615,6.73597911419347,6.04070526105352,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1660679.87197103,10.975712290965,8.05875173886307,6.33672570227645,12.2531110786367,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
145779.034283479,8.28898622677661,6.42862579529174,12.5358218613546,10.3646624158137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
4798763.57123678,12.9700601201039,11.4917108414229,7.04825290828012,12.3356762151234,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1
1425163.32935432,9.14665385195985,8.65346962586045,8.03187753027305,11.6494625431951,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1313543.81338867,10.843083919026,11.0695601443294,7.76219728239812,7.09127077832818,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0
2292528.93332706,12.2231652059127,9.10402454109862,11.9829135227483,8.66300994390622,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0
1081325.29765941,9.72299424558878,9.91418728488497,7.19905596598983,7.66078510135412,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
499914.914870359,6.35436592786573,12.5556981728878,7.79750569793396,9.60566020128317,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1
646479.936169715,7.56185027258471,10.7934232412372,8.79725024639629,12.6347665032372,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0
1638334.14527116,10.1762601747178,9.64963777456433,6.59429097501561,7.74196337978356,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
944809.860277177,8.28550973464735,11.1930817842949,10.5455682093743,9.58452845341526,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1
1387971.38681817,9.55525654647499,9.9917290576268,9.61133050685748,10.3902082392015,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0
584542.311190012,8.3115492418874,11.9930762539152,9.78998054913245,7.8383061401546,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0
2918429.9271054,10.8646752485074,6.7043991079554,6.51990784145892,7.51370657235384,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
4240870.39558274,12.9322507721372,9.88476027175784,9.07882861280814,12.2658734649885,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1
1640334.78101871,10.7664898785297,7.93358425516635,11.652358174324,7.43811925360933,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
1809807.86598443,12.1625406616367,6.03370466665365,8.01825586985797,9.71106617106125,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0
2695189.52587892,9.39944448368624,9.47021974413656,7.80170036130585,9.24423664039932,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0
1486762.78767112,10.9428081109654,6.04407766507939,6.05274098482914,11.4674593531527,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1
1253894.01220862,10.8234616564587,8.02960713836364,8.75712526123971,11.312392281834,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0
1740428.47384551,9.2787346355617,10.112078695558,11.5727551849559,9.54348157183267,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0
1095795.728118,6.42706959461793,12.3322287288029,11.616331944475,8.48605934181251,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
2041853.71947195,7.95798172103241,10.5645365952514,10.767074667383,9.7319728366565,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0
1287582.23267296,9.95669074635953,11.5527626252733,11.9040494798683,6.6440603598021,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
557947.045129851,7.59953792393208,12.3500241420697,6.2834272866603,9.78610954736359,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4584315.81004314,12.9177781904582,11.5600494509563,6.28723736270331,11.5051388293505,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0
5539378.54543503,8.03874666057527,6.93515588133596,7.06332377693616,10.4407822862267,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
550013.191279271,7.94377048499882,11.6530206336174,10.3153416684363,12.5385290386621,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0
1302911.95678628,8.52188786212355,11.6662269781809,11.8394090465736,6.11197877209634,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1
1433811.01397855,6.29819394880906,9.08942851726897,9.16441187239252,9.72224747110158,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1
143348.845645671,6.08808444463648,9.43817360280082,9.34007621835917,10.9782245799433,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0
1672884.60891225,7.75606859964319,6.30439964355901,9.82554033584893,6.98762168665417,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1
408885.905266587,7.41061855247244,10.5527567474637,9.43216036469676,9.79726403695531,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
1283427.34908665,11.3055024007335,6.01653361739591,8.73792412155308,6.4008462834172,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1
2330188.80638688,12.1308740340173,6.7742420672439,6.71478175488301,7.38641762593761,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0
2354383.3310957,11.8311402266845,10.5107887110207,8.60527792107314,10.4437345436309,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0
3725931.93878125,12.521474684123,11.0394053261261,8.39194870693609,7.20513727329671,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0
1485647.39626699,7.82489720801823,8.90051245433278,11.5239487288054,6.72938736854121,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0
1450497.95272797,8.81349695287645,7.05255865491927,11.493746166816,11.6933427285403,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2886935.71270839,9.83922519884072,11.7214596641716,9.8300822833553,11.7693373134825,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
3262379.14598742,9.01147464266978,10.5122758042999,11.9567266460508,6.45461311913095,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0
3346272.58498423,12.4477597044315,8.29015523241833,12.1560852336697,8.80095022195019,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0
339844.165930798,6.20748373609968,9.19489554315805,11.5527391233481,10.8175799916498,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1
975072.619198563,8.50240642367862,7.70305184531026,9.29401514399797,9.12671892740764,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
985696.946234375,11.9651522540953,6.17101530171931,9.31349638849497,10.5202482212335,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0
3350399.13387529,8.19761355640367,11.400453411974,10.8871212103404,8.03047158871777,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0
954537.838422203,6.6814646483399,8.39298718399368,7.21257002279162,8.76694302423857,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
3319148.90626949,7.34043207718059,12.7435487478506,10.1915365695022,9.46805403195322,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1
2623895.06108982,10.2010378926061,7.13552418467589,12.4220683092717,8.78489263099618,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0
1453621.94390278,11.2710976537783,10.3818144320976,9.33774971193634,12.4494129361119,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
1039823.78067074,8.79044930101372,6.15371136390604,11.4640160538256,6.56020670989528,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0
1081974.87155496,12.4612691912334,6.02183736790903,10.2091385156382,8.26944045629352,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1
3201528.71429403,10.3532260726206,6.32846259325743,11.851118377177,12.3394454414956,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0
2074082.62258827,11.9330717481207,12.5465591233224,10.9004705173429,9.94665007689036,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
5089860.80288842,12.5758664086461,9.27869751816615,6.14833492040634,11.3903496589046,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0
2080293.17159511,11.1511535854079,9.92905236338265,7.34777591214515,8.24849133240059,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
3553602.56609157,8.92263707541861,7.89795468468219,6.6168951690197,8.77326342696324,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0
149507.023292779,9.53711907751858,7.8617248388473,12.7483246014453,8.89525984902866,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1
501492.936447581,10.4733522597235,12.7287041821983,8.75123892864212,7.31566370790824,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0
6455926.71365158,12.4693327816203,8.94040845218115,7.00729818618856,8.3764515586663,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2222359.22906935,8.85742494068108,10.1045839821454,12.6487304801121,11.5889726721216,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1
42460.5649205145,6.45401660213247,10.5469303317368,9.18113118433394,12.4519879631698,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1
4182784.15921613,10.3005339594092,12.257217963459,11.3192573799752,7.47596509638242,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
225861.783470634,6.3441557935439,10.9413780025207,7.4717586657498,9.50184437958524,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0
1758471.82998445,9.33245041733608,12.5122819093522,10.3282015698496,9.99478948093019,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
1700740.52907432,6.06757362675853,7.08044479740784,10.4384721121751,8.84416633611545,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0
1983994.36295214,8.89863434736617,12.3843418357428,12.2088190081995,12.6193217909895,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1
3156454.49092263,11.8549700803123,6.88963702344336,8.37196266814135,7.15805985964835,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1
588072.79402526,6.68570958985947,10.691824888112,11.5991269461811,10.299052964896,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0
3049915.06191632,12.8503015229944,11.0673099441919,12.9248486256693,7.68581469240598,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0
293813.985839442,8.00481780804694,10.4072880335152,6.004967112327,9.50722366548143,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1
1563021.14227336,7.96553249191493,11.0630338520277,6.82741877157241,10.5554785865825,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1
1061313.43454335,7.86482826969586,9.86014001513831,9.78924233280122,7.7262869339902,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0
596181.57706716,6.52744897198863,9.8803932457231,9.68622370390221,9.24587063537911,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0
1212788.30232625,8.8556129259523,12.095310019562,6.74689859431237,10.2177697166335,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1
2428910.8109123,10.6516593091656,8.55542333284393,11.9221090469509,12.8077104312833,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0
2995382.47781805,6.08132979413494,12.5345509531908,9.67874158732593,8.49347938527353,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0
1332918.13594026,7.02464873995632,11.2227227480616,6.73391970503144,8.76889835507609,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1
763041.635012052,6.97508642962202,10.3545631088782,11.71193310339,7.99303812650032,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
3141132.37939168,10.4557792167179,7.35663213999942,8.11594822257757,7.50530308089219,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
903871.75909543,6.3057934853714,6.90936383372173,11.4443923211657,10.5540904051159,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1
91085.4683338557,7.40831831702963,12.8487130829599,7.27149504539557,7.73025437351316,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
1995320.69234312,9.5099902136717,7.72755596297793,9.5793424830772,10.6076499104965,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0
1773821.47886489,11.3582444302738,12.3170587364584,10.1983652999625,6.0197111624293,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0
5391243.79227969,11.1164456342813,11.0739969525021,6.57905181823298,9.32143601356074,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0
1941242.21106175,7.33896664087661,9.34067537076771,11.8028111788444,11.0597982611507,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0
5730878.22230786,10.3464231519029,11.1532374320086,8.31270907819271,7.61814100807533,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
4702616.0233434,10.9714604602195,7.43154550599866,10.7289972295985,8.2584536941722,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1
719197.008787659,7.04360618977807,6.57273237709887,9.90372219216079,8.59231057087891,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0
2342468.71219583,8.16598295257427,11.6639498029836,10.2275364582893,9.39055809937418,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0
3105066.15914155,10.6207756428048,10.5398944958579,8.64458137052134,10.9822182562202,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1
1046879.18866178,11.8577512642369,6.57785286637954,7.13084055250511,11.063588521909,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1
489773.87364928,9.41307504125871,8.31550994701684,6.66712060687132,11.6993839701172,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0
126930.160946291,7.71689137932844,12.6780262165703,6.67500935890712,10.9233145678882,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1
1842507.78173546,11.2188511709683,11.8717547820415,12.5323353100102,6.3183525474742,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1879708.46338335,10.5246531192679,9.72673925454728,9.98892136802897,11.0078393118456,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1201989.56656329,10.9586205452215,6.58681184914894,11.3977994220331,7.25283549306914,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
2307227.65950215,8.39558529900387,12.2868370632641,6.20513183716685,10.0342395273037,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0
812975.465735034,7.40431652101688,10.7313855141401,10.5764845730737,12.4059748249128,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0
488507.572677555,10.4441220401786,6.61632498004474,11.4381695769262,12.9975273546297,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
357757.032996628,6.67224942776375,6.79431371367536,8.89303819998167,9.79924791236408,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0
1359474.45606595,9.17187598603778,7.17571931378916,12.5453420365229,11.9799182903953,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0
1694951.65605889,10.5630805809051,7.0543491805438,12.4726553964429,12.4810625712853,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0
3979295.59230308,10.0237222854048,6.08837132947519,12.1463359685149,9.17700639599934,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
2846281.62566326,8.28654492436908,9.19497093511745,6.06874499237165,10.0690526633989,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3605464.73378273,11.5758957299404,8.6654894198291,9.5329135498032,12.9484406029806,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0
209535.919211556,7.96652843244374,8.50036669615656,9.2874357898254,6.06294247624464,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
546246.368011582,7.93997377180494,9.10850407159887,11.7773177181371,7.77335091144778,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1
2321689.20085974,8.24077593558468,11.0473803051282,7.70947004668415,11.2510409478564,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1
3751889.10481127,12.9085121310782,7.99498742539436,11.950366275385,10.174475371372,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
4020177.20095512,9.20525291655213,7.89467991143465,8.26821493520401,11.587767967023,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1
487199.84920763,7.59319365909323,11.1374778656755,7.4940979317762,12.7757786361035,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0
1022417.01085653,8.61098497896455,7.30996290198527,7.20017120079137,12.7956703167874,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0
693422.081444516,7.13217911752872,11.2444676843006,9.33554118615575,9.39132923469879,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0
2975648.72979274,12.2441218399908,8.32590760942549,6.96977096726187,10.4869245416485,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1
715127.505158029,9.60715741082095,9.93704410176724,8.02275292738341,12.5179512500763,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0
726740.385299034,8.03779168706387,12.0532965520397,10.9802643971052,6.9656887203455,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1
770048.613381896,11.1876718041021,10.43534721178,6.90109789045528,12.3888733801432,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1
6357514.57445457,12.0565419364721,6.4637335985899,8.10901042330079,12.5081139733084,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0
1055506.32005477,6.03330920520239,8.0101228998974,8.68201604532078,10.2414875840768,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
1751777.49718676,8.3883418997284,8.51539866277017,7.68210239871405,10.4927008096129,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
889646.362141019,7.1463170950301,7.03820117888972,12.801781632239,8.74630915210582,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0
596381.674888204,7.0724665930029,8.7540644549299,6.37737689260393,9.27451725909486,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0
1323236.22255707,12.2667749137618,7.32841627462767,7.94089607568458,10.6562547569629,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
2709492.29389714,12.2175371337216,6.58412669226527,10.1640874748118,8.08517184201628,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
4807901.78076375,10.0623804684728,6.35566525510512,6.79505267809145,10.6952808869537,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1
697891.929997479,10.6537947540637,6.58274231152609,12.6783531378023,9.32689209631644,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1
663909.38769552,8.75718508032151,11.5085680014454,7.0300167654641,11.0361668423284,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0
7631741.67727867,12.706461177906,9.24806171725504,6.83871400705539,9.4143572342582,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1
1542210.11476065,9.64698216784745,12.6458585921209,12.2570916072,6.87477381923236,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1
493346.040961537,6.46054338174872,10.0976130666677,9.16550250025466,8.44546491955407,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0
888185.115520482,9.93026774213649,8.25800367956981,10.450160281267,7.15557473478839,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
4977284.82379947,11.4334084030706,8.79791720723733,6.27396090840921,6.35480470652692,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0
9058931.93411453,12.9201685904991,9.40820925612934,7.05245780362748,11.2755430005491,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0
1367840.92684993,10.3460223805159,11.9634859610815,12.6585633954965,12.6069150692783,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0
1782411.68560822,8.21546407206915,6.45292237075046,8.46818729792722,8.4263784470968,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1
1924260.460562,10.3283332816791,10.9176617404446,11.4670101681259,11.383245436009,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0
5456003.90575764,12.9682541845832,6.87397943786345,10.7189191135112,11.3134790388867,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
3052423.09415595,11.3095788031351,10.7723158167209,7.84768826840445,8.83165694586933,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0
1464606.94906959,8.67421193281189,7.39719798183069,9.80898512830026,6.41618437482975,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0
1907797.69325111,12.6921142598148,7.51374291395769,9.40752340573817,10.9800110815559,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1
2256356.161591,11.2838440516498,8.7656951143872,7.64315807563253,12.2150597178843,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
3193013.73271592,10.5562646428589,12.6721209797543,9.15973575040698,6.31338042020798,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1
965581.772303461,7.01907354383729,9.15739075373858,9.07207393622957,12.4673662832938,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0
1133329.82851686,8.49074786831625,11.2445627888665,11.5387168219313,10.477492169477,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0
1566300.70368418,10.5023315236904,12.3552480088547,10.8917420147918,8.32675189734437,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0
1759892.23836193,10.1541337103117,11.6827241431456,6.28620914532803,6.04940624907613,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
1290096.44439589,10.6125732639339,8.16280477843247,6.45007135905325,8.33958827564493,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0
834788.835645918,8.40524221071973,8.5403711060062,6.72490642010234,6.71133950352669,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3139213.46477363,8.28192860190757,10.8630508319475,9.11570997536182,7.8249554738868,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1
1972797.48139208,12.2292031992693,8.07131792977452,8.10560040315613,11.2052240245976,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0
2024859.41722793,11.0756902059074,11.1645793828648,6.78701826953329,11.335100814933,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0
4432926.27514443,12.9658827278763,9.72483014850877,9.44200391788036,12.1484815150034,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1
2019967.26196313,9.34283100091852,8.65677457675338,8.48847301234491,10.4284991044551,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0
